id,cell_id,upstroke_downstroke_ratio,rheobase,fi_slope,input_resistance,sag,avg_firing_rate,adaptation_index,meta
1,8895,3.4079961591559,100.0,0.130416673997911,187.686607241631,0.0265041310340166,49.6842105263158,0.0182360145905843,
2,8896,3.3902967158337,100.000007629395,0.116861112087999,350.093603134155,0.042262889444828,54.7368421052632,0.0195327649158435,
3,8897,3.89994796484697,450.0,0.360000219726696,59.619415551424,0.0581873469054699,13.0,0.0453696918518305,
4,12622,3.89838594832531,280.0,0.169999971771238,72.0466747879982,0.0266067516058683,15.0,0.090958987193725,
5,10820,3.83853876464485,119.999992370605,0.149999955749523,130.621060729027,0.0189560186117887,8.4,0.123099001893743,
6,26434,4.18988307711157,525.0,-0.0108843546152162,211.337968707085,0.0803860351443291,10.6666666666667,0.0219292481575865,
7,26436,4.64110072285306,105.000007629395,0.272108857942491,104.192525148392,0.0179280489683151,24.0,0.0553512141034054,
8,26437,1.91614592296662,199.5,0.463937106951159,203.485548496246,0.157453894615173,51.3333333333333,0.0526279940111813,
9,26438,1.89757320412555,73.5,0.653338089895001,155.47226369381,0.334663808345795,23.3333333333333,-0.00589731087412262,
10,8690,3.32573618913293,200.0,0.171428564577686,221.222802996635,0.0346809402108192,38.0,0.0309231803786397,
11,8693,2.78521445366838,200.0,0.238571419691227,246.571451425552,0.0213102586567402,54.3333333333333,0.0307250783173257,
12,8697,2.02277492689422,200.0,0.439999985395157,123.314879834652,0.137133628129959,58.0,0.052914325825706,
13,8699,1.93949917598408,200.0,-0.267142882101873,309.977650642395,0.055880818516016,53.6666666666667,0.0148046892588641,
14,32816,1.33158669799832,168.0,0.986611243025734,136.004328727722,0.0728637203574181,187.333333333333,0.00146123493159354,
15,32817,4.19754603763247,63.0,0.21782557288441,212.697327136993,0.00116693694144487,12.0,0.05284186324372,
16,32818,1.54174232594853,340.25,1.0089239504687,85.274912416935,0.010049119591713,180.0,0.00088730325357607,
17,32819,2.60981063084441,42.0,0.72721759048258,571.209490299225,0.121997207403183,31.6666666666667,0.0140109516217835,
18,7961,2.82160998418743,50.0,0.233333325068155,525.799334049225,0.0302363801747561,30.5,0.0479206662963491,
19,7962,2.18801519207599,50.0000038146973,-0.0174999638676626,275.278449058533,0.0120898662135005,14.0,0.332183513154144,
20,7963,3.81533609230033,50.0,-0.186046549486049,628.575086593628,0.0150512969121337,16.0,0.0936538867706496,
21,7966,2.27088504719476,50.0,0.353333326212564,433.511972427368,0.00947626400738955,25.0,0.0868590447479337,
22,10476,1.91196150445445,40.0,0.528571428571428,292.792797088623,0.00846576690673828,10.0,0.212898967107888,
23,10477,1.78144113144436,112.0,1.2625,136.249229311943,0.0593888759613037,32.5,0.0069705030314859,
24,10482,1.93775997383404,72.0,0.0943905070118663,283.719211816788,0.0106218522414565,4.5,-0.00945105459286845,
25,8222,,200.000015258789,5.89245200415915e-18,784.566104412079,0.0107065225020051,2.0,,
26,8223,2.60466586321745,200.0,-0.191428562906485,935.694694519043,0.0192682705819607,22.6666666666667,0.0225089135406074,
27,10120,2.03369626919173,50.0,0.743749886304119,788.474082946777,0.0195005871355534,48.0,0.0176155483453312,
28,10121,2.98220880216143,50.0,0.96486483404634,473.5167324543,0.0171557124704123,31.2,-0.00309723334624925,
29,10831,1.52724076151242,111.999992370605,0.837499882578855,106.51733726263,0.0536535605788231,38.5,0.00546782328353523,
30,10833,5.29523865780429,209.999984741211,0.0866666483561229,59.4367980957031,0.00814259331673384,7.5,0.159519000650717,
31,10837,3.40618608877812,29.9999980926514,-0.101660226460924,760.07479429245,0.0529715158045292,37.8333333333333,0.00134972804756278,
32,10840,1.90539062020087,239.999984741211,0.162051749607605,110.958032310009,0.0179949756711721,38.5,-0.179827246820668,
33,15425,3.23055644122993,12.625,1.34346766097806,6056.25152587891,0.00323654152452946,20.8,0.0218694967056115,
34,15429,3.15526741753268,12.625,0.290262440843253,865.410149097443,0.00262550078332424,6.4,0.0701640906636176,
35,15431,3.30362571162366,37.7499961853027,0.470587812905872,562.090754508972,0.0497217960655689,3.0,,
36,12674,3.16122165880135,25.0,0.118829305359605,687.950432300568,0.0430810041725636,30.25,0.0173489299729053,
37,12677,1.55048524308183,140.0,0.521960804726827,106.004804372787,0.0882304087281227,118.888888888889,-0.0218531491618961,
38,12678,3.04724371093646,25.0,0.05166925335325,636.11900806427,0.011952712200582,13.304347826087,0.123369665298527,
39,8728,2.60996367467085,140.0,0.113606982000424,825.986683368683,0.000696104019880295,41.5,0.0177441461122904,
40,8729,3.30136186596397,140.0,-0.0770160466225,413.772433996201,0.00717043736949563,20.0,0.0955882467125635,
41,8732,4.36772932452812,140.0,-1.23872932213386e-18,122.650012373924,0.0994691997766495,2.0,,
42,8733,2.92507721923518,140.0,0.0837674490954063,430.258959531784,0.0171936079859734,34.4999999999999,0.0245230364262356,
43,8734,3.21289486333268,140.0,0.0772244203763355,406.886070966721,0.00788745190948248,30.25,0.0188068037087596,
44,8735,2.97737441586953,140.0,-0.0159199845365227,544.487476348877,0.00822109822183847,38.5,0.029091418079548,
45,11803,4.18477256070709,200.0,0.078921569772153,71.040652692318,0.0126737868413329,26.0,0.0563093673092087,
46,11809,,100.0,-7.49150953993818e-19,460.277527570724,0.0167387742549181,2.0,,
47,11810,3.14945179591784,200.0,0.189362783075109,162.640497088432,0.020226513966918,56.8571428571429,-0.0789835038220803,
48,33655,2.86889361530716,1.87500011920929,-0.0229600628283943,974.814534187317,0.00697289360687137,9.1,0.0811989224473546,
49,33656,4.66486675809377,100.0,-0.00202695294393638,1174.93045330048,0.052158135920763,4.21052631578947,0.061751042177837,
50,33657,2.27686208556238,140.0,0.789864473001435,160.907626152039,0.0188030172139406,149.411764705882,0.000374681255542534,
51,33658,1.70672119079089,180.0,0.881900768693221,104.019835591316,0.00305780814960599,47.0,-0.0162706661498277,
52,33661,1.9541973871211,180.0,1.01300675675676,116.462253034115,0.0473604835569859,64.6666666666667,-0.0116938565203142,
53,11530,2.10035732063737,48.0,0.823338726473629,251.45098567009,0.221980601549149,17.0,0.104091444672013,
54,11532,4.07656188017024,360.0,0.2,62.3324364423752,0.0212894640862942,6.0,0.135240854672521,
55,11533,1.4984260771731,280.0,0.974999811172486,79.8216983675957,0.0158189088106155,71.5,0.00415793517915088,
56,11537,1.40762640842719,360.000030517578,1.25,71.4124962687492,0.0391834415495396,29.0,0.00433736830103266,
57,8254,3.94266064315854,200.0,-0.0128571425613091,475.002318620682,0.00704987719655037,3.0,,
58,8256,3.1304004861104,200.0,-0.402857131771163,428.951680660248,0.0128757283091545,36.0,0.0378034136587405,
59,15511,2.03136922348866,88.25,0.285945246468764,158.259302377701,0.0334472730755806,10.8,0.0900547466411337,
60,15514,2.03709581729491,25.25,0.81206112137689,272.837370634079,0.0354373306035995,17.2,0.0658985912497702,
61,15518,2.35254695025942,37.75,0.538544787239048,555.410385131836,0.0342747718095779,17.2,0.0164695608782055,
62,11398,4.46895398661421,1.49999976158142,2.00000031789149,1056.59747123718,0.0295106023550034,5.0,-0.047378925492823,
63,11400,2.15623060114638,80.0,0.210714222622574,323.220074176788,0.00466977385804057,27.6666666666667,0.0550910501023265,
64,11401,3.93816123949602,80.0,0.171428571428571,444.931298494339,0.0219370909035206,17.3333333333333,0.0454822232551795,
65,12042,3.91532767826079,140.0,0.37,457.476824522018,0.0524603724479675,23.5,0.0418316723327101,
66,12043,2.9086085802922,100.0,0.565714264704902,463.123261928558,0.0710998177528381,56.6666666666667,0.0382809391435456,
67,32705,1.48063704669283,324.0,3.38888888888889,90.8012986183167,0.0126292165368795,65.0,0.00158135195296467,
68,32708,1.40533146100556,288.0,1.41666666666667,119.786590337753,0.292307049036026,48.0,0.00737659733557878,
69,11871,4.10791413277093,100.0,-0.0157303370786513,343.867242336273,0.0307528357952833,55.3333333333333,0.0264777566277743,
70,32953,2.40309245570565,150.0,0.410012521870752,217.274263501167,0.0965689793229103,96.0,0.00823623720442001,
71,32954,3.16409055379899,150.0,-0.0829370129984927,691.97016954422,0.0708440840244293,34.0,0.0623082877927298,
72,32955,3.36983163961474,150.0,0.123404256819848,337.998360395432,0.0475956946611404,32.5714285714286,0.0399500036369882,
73,32956,3.0138757679638,150.0,-0.0557363452570534,603.13218832016,0.000575435813516378,39.1428571428571,0.0448430363500386,
74,11369,3.99737062315918,140.0,0.2,82.1534916758537,0.0434672832489014,4.0,0.0470037614494501,
75,11370,3.48364089098947,540.0,0.1,42.0711599290371,0.0245882570743561,25.0,0.0445846899218769,
76,11373,3.00141299433621,300.0,-0.015686274509804,-12.6270167529583,0.0677169859409332,22.0,0.0692893676386012,
77,11374,3.44872119905499,49.9999961853027,0.56666665379063,388.388186693192,0.0264076348394156,71.6,0.0208101364369311,
78,7003,5.33049304264936,200.0,-0.00571428679381897,180.178418755531,0.0293256640434265,5.33333333333333,0.308706540818615,
79,7006,5.1604960139912,200.0,-0.0457142834514175,335.788875818253,0.0076343915425241,34.6666666666667,0.0307981660975419,
80,8320,1.86481704506651,199.999984741211,0.481428531797242,204.734459519386,0.0997045040130615,205.666666666667,0.000675836127749589,
81,8321,1.98305387966971,200.0,-0.387142840000073,396.809458732605,0.09525366127491,41.0,0.0243690999603422,
82,8322,1.67725782728602,280.0,0.755,117.878660559654,0.0300419442355633,124.5,0.00160285885722901,
83,8327,2.33522006130436,200.0,0.439999983941938,183.521658182144,0.0194562450051308,145.333333333333,0.00118397546211439,
94,12100,1.96986182050205,320.0,0.325,109.108716249466,0.0476152151823044,17.0,0.0754634621290825,
101,9562,1.63165813797783,140.0,0.918027207448434,87.2543528676033,0.0901507288217545,110.8,0.0651233545720573,
102,9564,1.37997648403976,360.0,1.25,100.444182753563,0.0348015539348125,57.0,-0.00103880379755547,
106,9518,1.69279464193895,159.999984741211,1.95,174.672499299049,0.00885451212525368,84.6666666666667,-0.00908333391498154,
107,9522,3.93643256472493,100.0,-0.0628571387466117,614.210724830627,0.0729096680879593,8.0,0.241474339562256,
108,9526,3.73263397269896,100.0,-0.0599999986194426,626.237750053406,0.103648886084557,7.66666666666667,0.0611426563659765,
109,9527,,180.0,6.60177820186162e-18,493.304818868637,0.030759833753109,2.0,,
501,26910,2.80758271818502,94.5,0.96412889819121,160.28918325901,0.042443010956049,59.0,-0.000194268753408596,
502,26912,2.57971001431743,231.0,0.204111247894205,92.4813076853752,0.115075320005417,29.0,0.0895073419013165,
503,26916,2.11695480368403,63.0,0.87580659926622,203.601688146591,0.11499822884798,54.3333333333333,0.00234017103040257,
527,26919,2.39921080782033,42.0,0.333089129967399,286.712259054184,0.0328982137143612,9.66666666666667,0.0395590222307881,
529,26925,3.59756081328188,94.5,0.169240068135612,164.980694651604,0.0172670464962721,12.6666666666667,0.0992882495956263,
533,26932,3.28868462107495,52.5,0.353741437095323,156.561985611916,0.00819163955748081,13.6666666666667,0.0613840621979894,
553,26310,1.65768045172082,176.375,0.700396553980602,166.406705975533,0.0175543148070574,154.4,0.000736689558524474,
555,26328,2.79754930426149,42.0,0.264975617809361,218.042865395546,0.0296448301523924,5.66666666666667,0.412460323974473,
